window,mean,median,std,iqr,start_index,class
window2036,20.07,20.05,0.7925793379370198,1.35,203600,NOR
window2037,20.060000000000002,20.0,0.7461134105445836,1.175,203700,NOR
window2038,19.949999999999996,19.95,0.7395764313759791,1.3,203800,NOR
window2039,20.079999999999995,20.05,0.7959846553868701,1.2,203900,NOR
window2040,19.98,19.9,0.7651160857560694,1.2,204000,NOR
window2041,20.02,20.0,0.7120416552677599,1.05,204100,NOR
window2042,20.119999999999997,20.25,0.796134781087084,1.5,204200,NOR
window2043,20.0,19.95,0.7902023899488143,1.35,204300,NOR
window2044,20.009999999999998,19.95,0.7596760774343376,1.25,204400,NOR
window2045,19.919999999999998,19.8,0.7415640468069411,1.025,204500,NOR
window2046,19.939999999999998,19.8,0.7528417663390572,1.225,204600,NOR
window2047,19.96,19.9,0.7823465812867099,1.325,204700,NOR
window2048,20.03,20.05,0.790757646992014,1.45,204800,NOR
window2049,19.91,19.9,0.7896493065176289,1.3,204900,NOR
window2050,19.96,20.1,0.7600345760225229,1.375,205000,NOR
window2051,19.97,19.95,0.7885980582685457,1.325,205100,NOR
window2052,19.970000000000002,20.1,0.7742965809070794,1.175,205200,NOR
window2053,20.02,19.9,0.7421665021590111,1.225,205300,NOR
window2054,19.95,20.0,0.7006686866484171,1.25,205400,NOR
window2055,19.970000000000002,20.0,0.79931915155982,1.35,205500,NOR
window2056,20.12,20.2,0.8068711837650518,1.5,205600,NOR
window2057,19.9,19.8,0.7191226690285724,1.175,205700,NOR
window2058,20.09,20.0,0.7619703694740345,1.075,205800,NOR
window2059,20.02,20.15,0.788182430320237,1.325,205900,NOR
window2060,20.04,20.2,0.7717141494468892,1.325,206000,NOR
window2061,19.97,19.95,0.7324929895304613,0.875,206100,NOR
window2062,19.979999999999997,19.85,0.7589261835882268,1.25,206200,NOR
window2063,20.040000000000003,20.1,0.7508663433318367,1.175,206300,NOR
window2064,19.85,19.65,0.7334689349307879,1.225,206400,NOR
window2065,19.92,19.85,0.7739039814074257,1.1,206500,NOR
window2066,20.099999999999998,20.15,0.7697363229497091,1.275,206600,NOR
window2067,19.93,19.8,0.735733726602264,1.35,206700,NOR
window2068,19.8,19.6,0.8038434875979998,1.45,206800,NOR
window2069,19.830000000000002,19.7,0.7489375276182716,1.0,206900,NOR
window2070,19.73,19.4,0.8022741490867578,1.325,207000,NOR
window2071,19.97,19.95,0.7358063139526252,1.1,207100,NOR
window2072,19.94,19.85,0.7847568448804427,1.225,207200,NOR
window2073,20.01,20.0,0.7814684344446261,1.35,207300,NOR
window2074,20.05,20.1,0.7995417253448656,1.375,207400,NOR
window2075,19.89,19.9,0.7325151109298986,1.075,207500,NOR
window2076,20.080000000000002,20.15,0.78464331811126,1.35,207600,NOR
window2077,19.970000000000002,20.05,0.7888312270941265,1.45,207700,NOR
window2078,20.009999999999998,19.95,0.8060116148826341,1.5,207800,NOR
window2079,20.07,20.15,0.742440279695403,1.075,207900,NOR
window2080,20.019999999999996,19.95,0.8451171192744976,1.525,208000,NOR
window2081,19.97,20.05,0.7431246317092838,1.15,208100,NOR
window2082,20.19,20.45,0.7614049712807089,1.1,208200,NOR
window2083,19.98,19.85,0.7656197509693802,1.2,208300,NOR
window2084,19.87,19.75,0.8064006168071215,1.25,208400,NOR
window2085,20.02,19.9,0.793407933073473,1.325,208500,NOR
window2086,19.98,20.25,0.7640734783825984,1.3,208600,NOR
window2087,20.020000000000003,20.05,0.7887715029705104,1.3,208700,NOR
window2088,20.17,20.15,0.7587197343890939,1.15,208800,NOR
window2089,19.950000000000003,20.0,0.7997595158171111,1.5,208900,NOR
window2090,19.810000000000002,19.7,0.7900509161034942,1.325,209000,NOR
window2091,20.029999999999998,20.15,0.7279208740718536,0.975,209100,NOR
window2092,20.070000000000004,20.1,0.7528674819706009,1.225,209200,NOR
window2093,19.89,19.75,0.733961942861378,1.025,209300,NOR
window2094,20.12,20.35,0.7973464973790743,1.325,209400,NOR
window2095,19.96,20.05,0.7571908520169354,1.1,209500,NOR
window2096,20.02,20.0,0.747693432219642,1.175,209600,NOR
window2097,20.04,20.1,0.7473471570234178,1.3,209700,NOR
window2098,20.07,20.1,0.7907576469920141,1.425,209800,NOR
window2099,20.06,20.1,0.777871061663687,1.25,209900,NOR
window2100,19.889999999999997,19.85,0.7421141397960692,1.275,210000,NOR
window2101,20.009999999999998,20.05,0.7955915271113294,1.225,210100,NOR
window2102,19.98,20.1,0.819360715831027,1.425,210200,NOR
window2103,20.07,20.1,0.7447922495066114,1.225,210300,NOR
window2104,20.109999999999996,20.05,0.7049652122926928,1.05,210400,NOR
window2105,20.140000000000004,20.25,0.7694444280514132,1.25,210500,NOR
window2106,19.93,19.9,0.7748464285056669,1.225,210600,NOR
window2107,19.860000000000003,19.7,0.7889141840835968,1.275,210700,NOR
window2108,20.15,20.15,0.7306032209094789,1.025,210800,NOR
window2109,19.9,19.8,0.756023626385875,1.2,210900,NOR
window2110,20.03,20.0,0.742451637757467,1.0,211000,NOR
window2111,20.009999999999998,20.05,0.7465192332460211,1.125,211100,NOR
window2112,19.950000000000003,20.05,0.8241653319704371,1.575,211200,NOR
window2113,20.04,20.1,0.7758134782620764,1.35,211300,NOR
window2114,20.0,20.05,0.8271522758404322,1.575,211400,NOR
window2115,19.96,19.95,0.8246382024087907,1.475,211500,NOR
window2116,20.04,20.05,0.7596956510912648,1.325,211600,NOR
window2117,20.04,20.0,0.7803050282426744,1.2,211700,NOR
window2118,20.080000000000002,20.1,0.7590930397028317,1.225,211800,NOR
window2119,20.07,20.05,0.7287800811648019,1.175,211900,NOR
window2120,20.04,20.15,0.7698664043411931,1.175,212000,NOR
window2121,20.01,20.0,0.7741185414606135,1.325,212100,NOR
window2122,20.110000000000003,20.1,0.7842022752294309,1.5,212200,NOR
window2123,20.03,19.9,0.806481540369211,1.35,212300,NOR
window2124,20.009999999999998,20.0,0.7552392852566083,1.325,212400,NOR
window2125,20.11,20.2,0.7822624411851538,1.375,212500,NOR
window2126,20.0,20.05,0.7945848332752485,1.3,212600,NOR
window2127,19.939999999999998,19.95,0.7663270816490322,1.125,212700,NOR
window2128,19.94,19.95,0.7883038082935686,1.3,212800,NOR
window2129,20.04,20.0,0.8158502002078363,1.35,212900,NOR
window2130,19.98,19.9,0.7879377113132268,1.35,213000,NOR
window2131,20.050000000000004,20.1,0.7715992799098478,1.275,213100,NOR
window2132,20.009999999999998,20.1,0.7877132772016991,1.5,213200,NOR
window2133,20.05,19.95,0.7551111222744423,1.175,213300,NOR
window2134,19.9,19.85,0.8040598734186064,1.4,213400,NOR
window2135,19.999999999999996,20.0,0.7807572485414674,1.25,213500,NOR
window2136,20.04,20.15,0.7531076457322434,1.175,213600,NOR
window2137,20.08,20.15,0.747722781777812,1.1,213700,NOR
window2138,20.069999999999997,20.1,0.7435514838480829,1.1,213800,NOR
window2139,19.900000000000002,19.95,0.7954952770051399,1.425,213900,NOR
window2140,20.110000000000003,20.2,0.7472365522728586,1.225,214000,NOR
window2141,20.029999999999998,20.05,0.8328176982283534,1.525,214100,NOR
window2142,20.169999999999998,20.25,0.7541872040858457,1.1,214200,NOR
window2143,20.15,20.15,0.7297283617728452,1.15,214300,NOR
window2144,20.07,20.05,0.7892783292261811,1.3,214400,NOR
window2145,20.020000000000003,20.0,0.7919703827780126,1.275,214500,NOR
window2146,19.86,19.85,0.7157855148525156,1.025,214600,NOR
window2147,20.0,20.0,0.8269785388361581,1.4,214700,NOR
window2148,20.04,20.15,0.8059854510899889,1.45,214800,NOR
window2149,19.869999999999997,19.75,0.7694754664607577,0.95,214900,NOR
window2150,20.08,20.15,0.7354039130654201,1.1,215000,NOR
window2151,20.03,20.0,0.7954428421960074,1.275,215100,NOR
window2152,20.03,20.15,0.8122505001545847,1.5,215200,NOR
window2153,19.970000000000002,19.95,0.765363368210655,1.275,215300,NOR
window2154,19.959999999999997,19.95,0.746505665714454,1.125,215400,NOR
window2155,19.949999999999996,19.8,0.7339866622238324,1.15,215500,NOR
window2156,19.91,19.85,0.7658656292739552,1.2,215600,NOR
window2157,20.04,20.0,0.7722799316371701,1.25,215700,NOR
window2158,20.05,20.15,0.7468306330191029,1.125,215800,NOR
window2159,19.91,19.9,0.7699326914984581,1.275,215900,NOR
window2160,20.13,20.2,0.7207215790467896,1.1,216000,NOR
window2161,20.020000000000003,20.0,0.6857724209625349,1.05,216100,NOR
window2162,19.999999999999996,20.05,0.8117357480471636,1.475,216200,NOR
window2163,20.160000000000004,20.15,0.7165435961167648,1.025,216300,NOR
window2164,19.880000000000003,19.85,0.776640020840458,1.35,216400,NOR
window2165,20.0,20.0,0.7512369568573171,1.25,216500,NOR
window2166,20.080000000000005,20.0,0.78969940278496,1.4,216600,NOR
window2167,20.04,19.95,0.7587980473866687,1.275,216700,NOR
window2168,20.040000000000003,20.1,0.7479345578739758,1.225,216800,NOR
window2169,20.049999999999997,19.9,0.7595493039587846,1.175,216900,NOR
window2170,19.92,19.85,0.708419430698658,1.025,217000,NOR
window2171,20.05,20.0,0.7018751434163163,0.8,217100,NOR
window2172,20.200000000000003,20.4,0.7138134746505306,0.925,217200,NOR
window2173,20.05,19.95,0.7157436384629137,0.875,217300,NOR
window2174,20.07,20.05,0.7136159815025236,1.075,217400,NOR
window2175,20.08,20.2,0.7427776928873502,0.975,217500,NOR
window2176,20.11,20.25,0.8054190596797651,1.3,217600,NOR
window2177,20.07,20.15,0.7905149914587557,1.25,217700,NOR
window2178,20.17,20.3,0.7174073243568191,0.95,217800,NOR
window2179,19.920000000000005,19.9,0.7422720434544836,0.925,217900,NOR
window2180,19.96,19.95,0.7990423432473154,1.5,218000,NOR
window2181,19.939999999999998,19.8,0.8321218843207785,1.5,218100,NOR
window2182,19.970000000000002,19.95,0.7835147225274135,1.5,218200,NOR
window2183,20.009999999999998,20.2,0.762790954232494,1.225,218300,NOR
window2184,20.050000000000004,20.0,0.7794687271679815,1.3,218400,NOR
window2185,20.07,20.2,0.8027859148021589,1.425,218500,NOR
window2186,19.89,19.85,0.7721358568352964,1.175,218600,NOR
window2187,20.200000000000003,20.3,0.7426726773618623,1.25,218700,NOR
window2188,19.979999999999997,19.9,0.7329548303704099,1.125,218800,NOR
window2189,20.07,20.1,0.7279785927421507,1.075,218900,NOR
window2190,19.93,19.8,0.801411672787547,1.475,219000,NOR
window2191,20.090000000000003,20.1,0.7563338389973355,1.3,219100,NOR
window2192,19.999999999999996,19.95,0.8072617642879711,1.4,219200,NOR
window2193,20.02,20.0,0.7618140116487929,1.475,219300,NOR
window2194,19.919999999999998,19.9,0.757497930279125,1.325,219400,NOR
window2195,20.009999999999998,20.05,0.720669562571082,1.0,219500,NOR
window2196,20.07,20.1,0.8168073763314748,1.45,219600,NOR
window2197,20.07,20.0,0.7750285366200684,1.275,219700,NOR
window2198,20.02,19.95,0.7766193326930775,1.275,219800,NOR
window2199,19.96,19.95,0.7640843870418778,1.375,219900,NOR
window2200,20.009999999999998,20.0,0.7378565306036395,1.1,220000,NOR
window2201,19.919999999999998,19.75,0.7904040847368898,1.225,220100,NOR
window2202,20.07,20.1,0.7527211760380744,1.125,220200,NOR
window2203,19.94,19.75,0.7859443439844018,1.25,220300,NOR
window2204,19.96,19.9,0.8050712821622229,1.325,220400,NOR
window2205,19.98,19.85,0.7132680593523206,1.15,220500,NOR
window2206,20.08,20.05,0.6822661750887964,0.825,220600,NOR
window2207,20.2,20.2,0.7759859082556086,1.275,220700,NOR
window2208,19.880000000000003,19.85,0.7626698336112517,1.25,220800,NOR
window2209,19.999999999999996,20.0,0.8076072115258051,1.4,220900,NOR
window2210,20.139999999999997,20.15,0.8120239090109068,1.45,221000,NOR
window2211,20.009999999999998,20.0,0.7248970056574262,1.075,221100,NOR
window2212,20.08,20.15,0.7958855373562281,1.4,221200,NOR
window2213,20.07,20.0,0.7414060663758866,1.275,221300,NOR
window2214,19.9,19.75,0.8056821940347751,1.375,221400,NOR
window2215,19.99,20.05,0.7804922639667881,1.225,221500,NOR
window2216,20.09,20.0,0.8078475195416333,1.5,221600,NOR
window2217,20.0,20.05,0.7844185354143474,1.325,221700,NOR
window2218,20.009999999999998,19.95,0.8032400557819728,1.5,221800,NOR
window2219,20.009999999999998,20.1,0.744338843949785,1.175,221900,NOR
window2220,20.02,20.1,0.7750819903492437,1.125,222000,NOR
window2221,19.96,19.9,0.7450349164356006,1.175,222100,NOR
window2222,20.020000000000003,19.9,0.6888841943175483,1.0,222200,NOR
window2223,19.98,19.85,0.8224847082979888,1.5,222300,NOR
window2224,19.84,19.8,0.7851342065791391,1.325,222400,NOR
window2225,19.89,19.8,0.8317495316300644,1.475,222500,NOR
window2226,19.880000000000003,19.7,0.7497165632912323,1.125,222600,NOR
window2227,19.889999999999997,19.85,0.7650430325793047,1.2,222700,NOR
window2228,19.95,19.9,0.8066277240053156,1.25,222800,NOR
window2229,19.88,19.8,0.7651457591785872,1.175,222900,NOR
window2230,19.89,19.9,0.7047412245755267,0.95,223000,NOR
window2231,19.880000000000003,19.75,0.7594371980535176,1.075,223100,NOR
window2232,20.009999999999998,20.0,0.7495596103183682,1.25,223200,NOR
window2233,20.09,20.3,0.8192398568006347,1.425,223300,NOR
window2234,20.11,20.2,0.7116669750021001,0.975,223400,NOR
window2235,20.04,20.0,0.7348916501384102,1.0,223500,NOR
window2236,19.92,19.95,0.7685275572212835,1.275,223600,NOR
window2237,20.089999999999996,20.2,0.7878104718786558,1.35,223700,NOR
window2238,19.990000000000002,20.1,0.7762012428204706,1.325,223800,NOR
window2239,20.11,20.15,0.7577600406692281,1.125,223900,NOR
window2240,20.02,19.9,0.697565085110998,1.05,224000,NOR
window2241,19.869999999999997,19.8,0.7828693949943786,1.425,224100,NOR
window2242,19.92,19.9,0.7526882379201425,1.125,224200,NOR
window2243,20.1,20.05,0.7735026571534618,1.275,224300,NOR
window2244,20.05,20.15,0.7733012812102642,1.375,224400,NOR
window2245,19.89,19.8,0.780184034370348,1.35,224500,NOR
window2246,20.2,20.2,0.7918016517542042,1.3,224600,NOR
window2247,19.98,19.9,0.7649859162672525,1.2,224700,NOR
window2248,19.990000000000002,20.0,0.7534266758943869,1.275,224800,NOR
window2249,20.11,20.1,0.742339975771922,1.125,224900,NOR
window2250,19.87,19.8,0.7537477908032415,1.175,225000,NOR
window2251,19.94,19.9,0.7218524325017388,1.1,225100,NOR
window2252,20.080000000000002,20.15,0.7899492269860241,1.3,225200,NOR
window2253,19.93,19.85,0.706479495432206,1.075,225300,NOR
window2254,19.9,19.75,0.784719072413214,1.35,225400,NOR
window2255,20.080000000000002,20.1,0.7731045019841575,1.275,225500,NOR
window2256,19.950000000000003,19.85,0.7589451360721615,1.175,225600,NOR
window2257,20.09,20.2,0.7698445139375092,1.1,225700,NOR
window2258,20.12,20.25,0.7639725056474627,1.175,225800,NOR
window2259,20.230000000000004,20.4,0.740732810349557,0.925,225900,NOR
window2260,19.979999999999997,19.95,0.7008085091807144,1.05,226000,NOR
window2261,19.87,19.95,0.7909833088133794,1.275,226100,NOR
window2262,19.869999999999997,19.7,0.7540222065521497,1.175,226200,NOR
window2263,19.990000000000002,19.85,0.7805122140261889,1.325,226300,NOR
window2264,20.140000000000004,20.25,0.7990203734846163,1.3,226400,NOR
window2265,19.990000000000002,20.0,0.7743460780801708,1.325,226500,NOR
window2266,19.859999999999996,19.75,0.7726115592264143,1.15,226600,NOR
window2267,19.98,19.9,0.7748617104695759,1.45,226700,NOR
window2268,19.96,19.85,0.7764903181237145,1.3,226800,NOR
window2269,20.029999999999998,20.05,0.7395134380345061,1.175,226900,NOR
window2270,19.98,20.05,0.7663480941762477,1.15,227000,NOR
window2271,20.07,20.15,0.7615291726534535,1.2,227100,NOR
window2272,20.03,20.05,0.7702694505407047,1.325,227200,NOR
window2273,19.9,19.9,0.7856377991491635,1.45,227300,NOR
window2274,20.12,20.3,0.787401062296208,1.25,227400,NOR
window2275,20.07,20.15,0.7356981653307619,1.1,227500,NOR
window2276,20.02,19.95,0.7913006151161895,1.375,227600,NOR
window2277,19.92,20.0,0.7487424479923825,1.3,227700,NOR
window2278,19.95,19.95,0.7991057136547189,1.35,227800,NOR
window2279,20.03,20.15,0.7469402629628931,1.225,227900,NOR
window2280,20.020000000000003,20.0,0.7803463673746093,1.1,228000,NOR
window2281,20.169999999999998,20.3,0.7292927514882546,1.0,228100,NOR
window2282,19.900000000000002,19.9,0.7409164395991678,1.25,228200,NOR
window2283,19.91,19.85,0.7857959289787086,1.275,228300,NOR
window2284,20.020000000000003,20.05,0.7829453762534533,1.4,228400,NOR
window2285,19.95,19.95,0.7527466956779593,1.25,228500,NOR
window2286,19.98,20.05,0.7414092655557878,1.275,228600,NOR
window2287,20.020000000000003,20.1,0.8282994067788654,1.6,228700,NOR
window2288,20.160000000000004,20.25,0.7589552114378105,1.125,228800,NOR
window2289,19.990000000000002,20.05,0.7065747703101837,0.975,228900,NOR
window2290,20.05,19.95,0.7977820730002123,1.375,229000,NOR
window2291,20.07,19.95,0.773067988780556,1.35,229100,NOR
window2292,20.08,20.1,0.768753408183519,1.325,229200,NOR
window2293,20.050000000000004,20.0,0.7898183562253949,1.25,229300,NOR
window2294,19.91,20.0,0.7469318241897408,1.3,229400,NOR
window2295,19.910000000000004,19.9,0.7779565362609816,1.275,229500,NOR
window2296,19.93,20.0,0.754069912690453,1.175,229600,NOR
window2297,19.949999999999996,20.05,0.7563604736074983,1.2,229700,NOR
window2298,19.9,19.75,0.7493092474072407,1.2,229800,NOR
window2299,19.900000000000002,19.85,0.7474391754478014,1.2,229900,NOR
window2300,19.990000000000002,19.95,0.793739124270946,1.375,230000,NOR
window2301,20.1,20.15,0.7340404358888581,1.15,230100,NOR
window2302,20.029999999999998,20.0,0.8180586115435728,1.525,230200,NOR
window2303,20.0,20.1,0.7053740395827747,1.025,230300,NOR
window2304,19.9,19.9,0.7764063050526351,1.325,230400,NOR
window2305,20.07,20.2,0.730416594029969,1.175,230500,NOR
window2306,19.9,19.8,0.7859726532473198,1.4,230600,NOR
window2307,20.08,20.15,0.7901604187164597,1.45,230700,NOR
window2308,19.869999999999997,19.65,0.7333067357929809,1.175,230800,NOR
window2309,20.09,20.15,0.8196122936898613,1.425,230900,NOR
window2310,19.79,19.65,0.6910338495924228,1.1,231000,NOR
window2311,19.95,19.9,0.737742356849689,1.05,231100,NOR
window2312,20.089999999999996,20.2,0.841201425875135,1.675,231200,NOR
window2313,19.990000000000002,20.0,0.7409630570050469,1.275,231300,NOR
window2314,19.95,20.05,0.7931353555303534,1.45,231400,NOR
window2315,20.1,20.15,0.8088975804969161,1.425,231500,NOR
window2316,19.93,19.9,0.7902099984027043,1.4,231600,NOR
window2317,19.949999999999996,19.8,0.7697840065831361,1.3,231700,NOR
window2318,20.220000000000002,20.45,0.799305112183658,1.225,231800,NOR
window2319,20.1,20.1,0.7863570103636504,1.35,231900,NOR
window2320,20.009999999999998,20.0,0.7440991832843131,1.175,232000,NOR
window2321,20.09,20.1,0.7529767516001327,1.175,232100,NOR
window2322,19.919999999999998,19.9,0.7901689273909198,1.35,232200,NOR
window2323,19.85,19.65,0.7675923769713531,1.275,232300,NOR
window2324,19.970000000000002,19.8,0.6941945232534807,0.95,232400,NOR
window2325,19.97,19.85,0.7785519817659907,1.3,232500,NOR
window2326,19.86,19.85,0.7167524184124028,1.0,232600,NOR
window2327,19.95,20.0,0.8221734813583076,1.425,232700,NOR
window2328,19.959999999999997,19.8,0.813050885009756,1.475,232800,NOR
window2329,20.0,20.0,0.7183766467857357,1.125,232900,NOR
window2330,19.95,20.0,0.7728354281279204,1.075,233000,NOR
window2331,20.009999999999998,20.0,0.749358920316457,1.275,233100,NOR
window2332,20.040000000000003,20.05,0.8008492792263425,1.5,233200,NOR
window2333,19.81,19.7,0.7747725810795949,1.2,233300,NOR
window2334,19.95,19.85,0.7676205428062277,1.3,233400,NOR
window2335,20.05,20.05,0.7592749630406846,1.075,233500,NOR
window2336,20.07,20.2,0.7370138397586874,1.175,233600,NOR
window2337,20.000000000000004,20.05,0.7562984390320749,1.2,233700,NOR
window2338,20.09,20.25,0.7759157259118548,1.2,233800,NOR
